ReviewText,Review,ReviewLength,PlayHours,DatePosted
"EARLY ACCESS REVIEWabsolutely love this game, very good alternative to pokemon and ark and many game like that. very fun, cute critters and i love the building in it too. great game",Recommended,150,9.4 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWIt's a Pokemon reboot but with the action rpg battles we always wanted. Online play would be better with a massive (or a few) official online servers that were stable/reliable. But otherwise, it's totally worth it!",Recommended,196,190.8 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWIt's honestly amazing, and I highly recommend anyone who loves a good action RPG game like Pokemon: Legends Arceus",Recommended,113,7.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWThere's no laws against the Poke'mon Batman.,Recommended,55,60.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWyup,Recommended,20,5.5 hrs on record,Posted: April 5
EARLY ACCESS REVIEWط,Recommended,18,76.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWGreat game,Recommended,26,33.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWi love this game but it will never open now this is a just a waste of money do not buy,Not Recommended,83,37.9 hrs on record,Posted: April 5
EARLY ACCESS REVIEWWhy grind by yourself when you can make your Pal slaves grind for you? :-),Recommended,77,69.9 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWPeople keep saying this game is literally Pokemon with slavery. But I never see my Pals as slaves.I see them as dirt, i see them as below me, in fact i dont even see them sometimes. i forget they even serve me. i feed them their deceased Brethren, make sure they never are sane enough to realize how horrible their lives are.I dont blink an eye if any disappear from my base, i can capture another.I really love this game.",Recommended,360,25.9 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWIt would have been the perfect catch'em'type game if not for all the crashes and data loss.... I'll be playing for an hour or so and it'll crash out of nowhere and I'll lose that entire hour or so I've been playing, all the pets gone, all the base work gone... as if I wasn't even playing the past hour... its getting to the point of why bother at all untill its fixed, I'm not too fond of wasting time on a game just to have it self erase.... it would have been my top game if not for the crashing.. guess it's back to my other games till its playable on steam deck. In all honesty I can't reccomend the game the way its erases data when crashing. Normal crash I can deal with but erasing the past hour is ridiculous.",Not Recommended,594,99.1 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI really had an amazing time playing this game with my friend wob, he even made a home for me to live in, in real life... i don't even have a bed, but in this game i do! <3",Recommended,151,16.2 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWIt's honestly amazing, and I highly recommend anyone who loves a good action RPG game like Pokemon: Legends Arceus",Recommended,113,7.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWThere's no laws against the Poke'mon Batman.,Recommended,55,60.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWyup,Recommended,20,5.5 hrs on record,Posted: April 5
EARLY ACCESS REVIEWط,Recommended,18,76.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWGreat game,Recommended,26,33.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWi love this game but it will never open now this is a just a waste of money do not buy,Not Recommended,83,37.9 hrs on record,Posted: April 5
EARLY ACCESS REVIEWWhy grind by yourself when you can make your Pal slaves grind for you? :-),Recommended,77,69.9 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWPeople keep saying this game is literally Pokemon with slavery. But I never see my Pals as slaves.I see them as dirt, i see them as below me, in fact i dont even see them sometimes. i forget they even serve me. i feed them their deceased Brethren, make sure they never are sane enough to realize how horrible their lives are.I dont blink an eye if any disappear from my base, i can capture another.I really love this game.",Recommended,360,25.9 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWIt would have been the perfect catch'em'type game if not for all the crashes and data loss.... I'll be playing for an hour or so and it'll crash out of nowhere and I'll lose that entire hour or so I've been playing, all the pets gone, all the base work gone... as if I wasn't even playing the past hour... its getting to the point of why bother at all untill its fixed, I'm not too fond of wasting time on a game just to have it self erase.... it would have been my top game if not for the crashing.. guess it's back to my other games till its playable on steam deck. In all honesty I can't reccomend the game the way its erases data when crashing. Normal crash I can deal with but erasing the past hour is ridiculous.",Not Recommended,594,99.1 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI really had an amazing time playing this game with my friend wob, he even made a home for me to live in, in real life... i don't even have a bed, but in this game i do! <3",Recommended,151,16.2 hrs on record,Posted: April 5
EARLY ACCESS REVIEWfun,Recommended,20,35.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWpretty epic but the key chest and schematic rng is kinda bs. but i loved most of my gameplay aside from getting clapped by a gang of pals.,Recommended,128,24.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWSlavery Simulator,Recommended,33,56.3 hrs on record,Posted: April 5
EARLY ACCESS REVIEWNew update ruined all the time i invested in my base that was in the first castle with now new terrain that has engulfed all my important stuff and i can't get it. and now if i quit the game from a glitched spot that has me stuck i no longer load in to my main base no now i load in stuck still in the spot i was last before leaving game and i cant kill my character and get his loot cause the loot bag would be stuck in a place i cant get to like wtf the game was fine for me just 24 hours ago logged on and now i am screwed i hope this gets fixed in the future so i have a reason to play again. GG,Not Recommended,484,137.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI should start by saying I had never really played a survival-type game until Palworld. They always seemed so out of my skill range and so daunting. I saw the first public videos of Palworld in its old engine and thought, ""Ha guns and little Mon's interesting."" Honestly, I didn't think it would even make it to early access. Well, look at me, so I was proved wrong. It launched in a new graphic style and with a lot of visual improvements and big upgrades. I started and started solo and was instantly hooked. The game walks you through the learning process in such a nice elegant way. I never felt like anything was impossible or out of my reach if I didn't just put some effort into it. I have almost 500 days on my server and 300hrs. I've purchased several more survival games from other indie companies and re fallen in love with video games.",Recommended,708,309.1 hrs on record,Posted: April 5
EARLY ACCESS REVIEWstill some bugs here n there but very fun over all... would 100% recommend,Recommended,78,124.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWNeeds a lot of optimizing still, but HOLY BEAVER DAMN! If this isn’t the best monster catcher i’ve played to date(sorry Pokeman’s but you don’t try hard enough)You can ride your creatures around and it’s pretty big. Looting, storing, and crafting stuff keeps me busy just enough that it’s a great grind!",Recommended,269,26.5 hrs on record,Posted: April 5
EARLY ACCESS REVIEWI love it when my sl- I mean pals hold guns and do all the work for me :) 10/10.1 Amazing game,Recommended,90,4.9 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWGreat game nice to see it gets updated.Though the CONTENT right now is really limited.I love the Game play loop of just discovering the world, once you get your base up and running.I love survival games, I never really played monster capture games that much.But it was nice to see how they incorporated these 2 genre pretty well.There's are still some bugs here and there but It's still in early access, they do fix it and send an update patch whenever they see a bug that is not an intended feature.Problem with the game right now in early access is that the world right now is kind of empty.Yes there are dungeons to beat, Towers to defeat, and Pal bosses to capture or fight.But the map is too big and there's so little things going on on the map.Suggestions:""Content for Discovery""The villages and Towns don't have anything going on in them.I suggest to come up with a Dev team writers that will flesh out a story on every town/region or factions with town people or characters giving you quests. like capture specific pals for trade and you get rewarded with Key items. Or given access to a dungeon or a certain area. Maybe an underground city or some floating islands, or the terrain change if you fight and defeat certain Pal boss.Like what if one of the giant skeletons lying around get's revived (by PGRU) and when defeated turns out it was covering dungeon underneath it. Then we would explore that underwater dungeon and it's all water themed pals in it.Or what if Free Pal Alliance angered a giant Pal that caused the forests to over grow, and changed the landscape of a certain region. Where then the Pals in these forest became stronger and much faster.Or have the Brothers of the Eternal Pyre Accidentally Summon or Disturbed a giant Pal that was sleeping in the volcano upon waking up it caused the volcano to erupt that also changed the landscape, like the Lava levels rising and maybe causing certain areas to move unlocking cave caverns.There's also a possibility of a Giant Pal coming out of the ground in the dessert and changing the landscape having caves underneath to explore.There's so many possibilities.There's also different factions and option to add certain factions like people who are fighting against Free Pal Alliance, they could be living on tree houses,Opposite of Brothers of The Eternal Pyre. People who just like to surf or swim with their Pals.Or the total opposite of Free Pal Alliance who uses the Pals for mining in Caves.There's some ruins here and there, make some random events on certain locations to make it interesting. Make up some lore like there would be a ghost related pal that visits one of the church in certain nights or like in full moon.I really wish they flesh out the story more, it doesn't have to be voice acted or good animated cut scenes.Have some weather or celestial cycles that affects certain Pals.i.e.Rain would make fire pals weak and water pals much stronger.Full moon would make dark pals restless and much powerful.Make the Swamp or certain areas misty.""Quality of Life""I like how there's a lot of Quality of Life features that makes the game more accessible.> Have the option so that a server can have at least 1 person sleeping and it skips the night.Though I wondered if they should add a building for gathering Items or hunting materials. You would assign pals that would go hunt/gather the assigned materials and each pals would have specific materials they can hunt or gather. They wouldn't need to be animated or anything just a slot in the menu of some sort.This way there's other ways to farm items, Instead of having a ranch with all your pals that could cause lags you would have pals that are just assigned to gather those materials overtime and depending on their gathering level or stats they can get as many as those item or not. This also makes use of those powerful pals we have but can't be in the party or bases.",Recommended,3237,55.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWTHIS GAME IS A LOT MORE FUN THAN I THOUGHT IT WOULD BE. If you like the following games i wold recommend this game: Pokemon legends Arcus, BOTW TOTK, eldenring",Recommended,147,18.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWfun,Recommended,20,35.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWpretty epic but the key chest and schematic rng is kinda bs. but i loved most of my gameplay aside from getting clapped by a gang of pals.,Recommended,128,24.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWSlavery Simulator,Recommended,33,56.3 hrs on record,Posted: April 5
EARLY ACCESS REVIEWNew update ruined all the time i invested in my base that was in the first castle with now new terrain that has engulfed all my important stuff and i can't get it. and now if i quit the game from a glitched spot that has me stuck i no longer load in to my main base no now i load in stuck still in the spot i was last before leaving game and i cant kill my character and get his loot cause the loot bag would be stuck in a place i cant get to like wtf the game was fine for me just 24 hours ago logged on and now i am screwed i hope this gets fixed in the future so i have a reason to play again. GG,Not Recommended,484,137.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI should start by saying I had never really played a survival-type game until Palworld. They always seemed so out of my skill range and so daunting. I saw the first public videos of Palworld in its old engine and thought, ""Ha guns and little Mon's interesting."" Honestly, I didn't think it would even make it to early access. Well, look at me, so I was proved wrong. It launched in a new graphic style and with a lot of visual improvements and big upgrades. I started and started solo and was instantly hooked. The game walks you through the learning process in such a nice elegant way. I never felt like anything was impossible or out of my reach if I didn't just put some effort into it. I have almost 500 days on my server and 300hrs. I've purchased several more survival games from other indie companies and re fallen in love with video games.",Recommended,708,309.1 hrs on record,Posted: April 5
EARLY ACCESS REVIEWstill some bugs here n there but very fun over all... would 100% recommend,Recommended,78,124.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWNeeds a lot of optimizing still, but HOLY BEAVER DAMN! If this isn’t the best monster catcher i’ve played to date(sorry Pokeman’s but you don’t try hard enough)You can ride your creatures around and it’s pretty big. Looting, storing, and crafting stuff keeps me busy just enough that it’s a great grind!",Recommended,269,26.5 hrs on record,Posted: April 5
EARLY ACCESS REVIEWI love it when my sl- I mean pals hold guns and do all the work for me :) 10/10.1 Amazing game,Recommended,90,4.9 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWGreat game nice to see it gets updated.Though the CONTENT right now is really limited.I love the Game play loop of just discovering the world, once you get your base up and running.I love survival games, I never really played monster capture games that much.But it was nice to see how they incorporated these 2 genre pretty well.There's are still some bugs here and there but It's still in early access, they do fix it and send an update patch whenever they see a bug that is not an intended feature.Problem with the game right now in early access is that the world right now is kind of empty.Yes there are dungeons to beat, Towers to defeat, and Pal bosses to capture or fight.But the map is too big and there's so little things going on on the map.Suggestions:""Content for Discovery""The villages and Towns don't have anything going on in them.I suggest to come up with a Dev team writers that will flesh out a story on every town/region or factions with town people or characters giving you quests. like capture specific pals for trade and you get rewarded with Key items. Or given access to a dungeon or a certain area. Maybe an underground city or some floating islands, or the terrain change if you fight and defeat certain Pal boss.Like what if one of the giant skeletons lying around get's revived (by PGRU) and when defeated turns out it was covering dungeon underneath it. Then we would explore that underwater dungeon and it's all water themed pals in it.Or what if Free Pal Alliance angered a giant Pal that caused the forests to over grow, and changed the landscape of a certain region. Where then the Pals in these forest became stronger and much faster.Or have the Brothers of the Eternal Pyre Accidentally Summon or Disturbed a giant Pal that was sleeping in the volcano upon waking up it caused the volcano to erupt that also changed the landscape, like the Lava levels rising and maybe causing certain areas to move unlocking cave caverns.There's also a possibility of a Giant Pal coming out of the ground in the dessert and changing the landscape having caves underneath to explore.There's so many possibilities.There's also different factions and option to add certain factions like people who are fighting against Free Pal Alliance, they could be living on tree houses,Opposite of Brothers of The Eternal Pyre. People who just like to surf or swim with their Pals.Or the total opposite of Free Pal Alliance who uses the Pals for mining in Caves.There's some ruins here and there, make some random events on certain locations to make it interesting. Make up some lore like there would be a ghost related pal that visits one of the church in certain nights or like in full moon.I really wish they flesh out the story more, it doesn't have to be voice acted or good animated cut scenes.Have some weather or celestial cycles that affects certain Pals.i.e.Rain would make fire pals weak and water pals much stronger.Full moon would make dark pals restless and much powerful.Make the Swamp or certain areas misty.""Quality of Life""I like how there's a lot of Quality of Life features that makes the game more accessible.> Have the option so that a server can have at least 1 person sleeping and it skips the night.Though I wondered if they should add a building for gathering Items or hunting materials. You would assign pals that would go hunt/gather the assigned materials and each pals would have specific materials they can hunt or gather. They wouldn't need to be animated or anything just a slot in the menu of some sort.This way there's other ways to farm items, Instead of having a ranch with all your pals that could cause lags you would have pals that are just assigned to gather those materials overtime and depending on their gathering level or stats they can get as many as those item or not. This also makes use of those powerful pals we have but can't be in the party or bases.",Recommended,3237,55.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWTHIS GAME IS A LOT MORE FUN THAN I THOUGHT IT WOULD BE. If you like the following games i wold recommend this game: Pokemon legends Arcus, BOTW TOTK, eldenring",Recommended,147,18.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWill play this game again when they add pokemon sex,Recommended,58,7.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWidk,Recommended,20,0.7 hrs on record,Posted: April 5
EARLY ACCESS REVIEWMost of my first 80 hours were played in one 3 day weekend. I had to quit cold turkey for a while to regain my sanity....I now breath and sleep this game!,Recommended,140,97.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWbetter than pokemon,Recommended,34,94.9 hrs on record,Posted: April 5
EARLY ACCESS REVIEWGame crashes every time i try to run it. this started at update 0.2.0.6,Not Recommended,75,207.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWslavery like the good oll days,Recommended,42,40.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWCommitted crimes against humanity,Recommended,47,27.3 hrs on record,Posted: April 5
EARLY ACCESS REVIEWnfgadcmhzgdsifvghgtdscjydsgc goooood,Recommended,52,176.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI love this game, and I spend many hours collecting new pals, building things and just over all petting my pals. I love the merge of tamagatchi and digimon mechanics with those of things like Shin Megami Tensei.",Recommended,191,55.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI truly cannot begin to explain the extensive fun there is to be had playing this game. The rumors are true! Take Pokemon, add a survival game like Rust, The Forest, Arc, then allow the player to do whatever they want. Overall, it is really well mixed. You need certain pals for tasks such as a fire type to smelt ore. There is multiplayer but such a large learning curve. I would recommend setting easy custom settings on a solo server before playing multiplayer.",Recommended,398,26.2 hrs on record,Posted: April 5
EARLY ACCESS REVIEWill play this game again when they add pokemon sex,Recommended,58,7.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWidk,Recommended,20,0.7 hrs on record,Posted: April 5
EARLY ACCESS REVIEWMost of my first 80 hours were played in one 3 day weekend. I had to quit cold turkey for a while to regain my sanity....I now breath and sleep this game!,Recommended,140,97.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWbetter than pokemon,Recommended,34,94.9 hrs on record,Posted: April 5
EARLY ACCESS REVIEWGame crashes every time i try to run it. this started at update 0.2.0.6,Not Recommended,75,207.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWslavery like the good oll days,Recommended,42,40.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWCommitted crimes against humanity,Recommended,47,27.3 hrs on record,Posted: April 5
EARLY ACCESS REVIEWnfgadcmhzgdsifvghgtdscjydsgc goooood,Recommended,52,176.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI love this game, and I spend many hours collecting new pals, building things and just over all petting my pals. I love the merge of tamagatchi and digimon mechanics with those of things like Shin Megami Tensei.",Recommended,191,55.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI truly cannot begin to explain the extensive fun there is to be had playing this game. The rumors are true! Take Pokemon, add a survival game like Rust, The Forest, Arc, then allow the player to do whatever they want. Overall, it is really well mixed. You need certain pals for tasks such as a fire type to smelt ore. There is multiplayer but such a large learning curve. I would recommend setting easy custom settings on a solo server before playing multiplayer.",Recommended,398,26.2 hrs on record,Posted: April 5
EARLY ACCESS REVIEWvery interesting game,Recommended,36,31.3 hrs on record,Posted: April 5
EARLY ACCESS REVIEWfun,Recommended,20,25.2 hrs on record,Posted: April 5
EARLY ACCESS REVIEWREALLY GPOPD,Recommended,28,52.1 hrs on record,Posted: April 5
EARLY ACCESS REVIEWok,Recommended,19,64.7 hrs on record,Posted: April 5
EARLY ACCESS REVIEWWe Need Palworld: More Than Just Pals,Recommended,48,17.4 hrs on record,Posted: April 5
EARLY ACCESS REVIEWreally fun to acomplish many things,Recommended,47,50.1 hrs on record,Posted: April 5
EARLY ACCESS REVIEWNerfs killed the game,Not Recommended,35,219.1 hrs on record,Posted: April 5
EARLY ACCESS REVIEWits pokemon with guns where you can make sweatshops whats not to like,Recommended,74,47.1 hrs on record,Posted: April 5
EARLY ACCESS REVIEWIt's worlds of fun!,Recommended,33,129.5 hrs on record,Posted: April 5
EARLY ACCESS REVIEWgood guns and the pals are good. lots of fun bugs go on top the capule and you go flying breed eggs get guns make a home guns pals and bosses to. recommend...,Recommended,143,26.5 hrs on record,Posted: April 5
EARLY ACCESS REVIEWill play this game again when they add pokemon sex,Recommended,58,7.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWidk,Recommended,20,0.7 hrs on record,Posted: April 5
EARLY ACCESS REVIEWMost of my first 80 hours were played in one 3 day weekend. I had to quit cold turkey for a while to regain my sanity....I now breath and sleep this game!,Recommended,140,97.0 hrs on record,Posted: April 5
EARLY ACCESS REVIEWbetter than pokemon,Recommended,34,94.9 hrs on record,Posted: April 5
EARLY ACCESS REVIEWGame crashes every time i try to run it. this started at update 0.2.0.6,Not Recommended,75,207.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWslavery like the good oll days,Recommended,42,40.6 hrs on record,Posted: April 5
EARLY ACCESS REVIEWCommitted crimes against humanity,Recommended,47,27.3 hrs on record,Posted: April 5
EARLY ACCESS REVIEWnfgadcmhzgdsifvghgtdscjydsgc goooood,Recommended,52,176.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI love this game, and I spend many hours collecting new pals, building things and just over all petting my pals. I love the merge of tamagatchi and digimon mechanics with those of things like Shin Megami Tensei.",Recommended,191,55.3 hrs on record,Posted: April 5
"EARLY ACCESS REVIEWI truly cannot begin to explain the extensive fun there is to be had playing this game. The rumors are true! Take Pokemon, add a survival game like Rust, The Forest, Arc, then allow the player to do whatever they want. Overall, it is really well mixed. You need certain pals for tasks such as a fire type to smelt ore. There is multiplayer but such a large learning curve. I would recommend setting easy custom settings on a solo server before playing multiplayer.",Recommended,398,26.2 hrs on record,Posted: April 5
