ReviewText,Review,ReviewLength,PlayHours,DatePosted
"EARLY ACCESS REVIEWThis game is still Early Access. There is quite of content in game considering it's development stage,The game is not optimsed. I play on an high end rig, which most people don't. I have had a few glitches and discovered a really annoying bug, where trying to place work benches down or other benches, it just wouldn't work.It is quite enjoyable and graphics are very beautiful. Many of the quests make absolutely no sense, simply because there is no real in game tutorial and what their is woefully under done. If your thinking of buying and playing this, this game is still in developed. Fixing bugs such the one I mentioned that after a while you can' see to place any thing, which does break the game in the sense that without the crafting tables you've made, you get to a play point in the game where it just stops you from placing anything on the ground.The main thing is the development team have split in half so they do this game and another relatively well known game. I have no interest in advertising their other game but its very easy to find, that is all I m going to say about that.The game play really doesn't play, since it has some major functions that the game is still lacking. Bare in mind I am referring to single player mode only. I imagine the devs would have more incentive to a number of problems, they maybe did't think would be a problem or it could be fixed quickly, well it hasn't so far.Right now, I would wait for the game to get it's main stuff put in to the game, for example the rest of the towers. The vehicles in this game don't work too well, very little thought went to drive able or flyable. Driving is just a dreadful experience at the moment. Kite flying is quite smooth, no problems with it.let me just partially list some of the bad things, its not exhaustive but I don't to be here all night either writing a review on a game that still feels like it is still in late alpha build, as for beta, despite the size of the game right now, it's meaningless when there is no game manual that tells you how to use some of the stuff and how to play the game.Needs some things to be adjusted.Graphics are beautiful, the game play smoothly for me, apart from the annoying bugs that forced me to stop playing. I played 3 hours, and thoroughly enjoyed every minute of it.Cons - No voice acting, no npc helping you fight monsters (at least in Genshin Impact had multiple characters you use anyone time.) The NPC's really need to be livened up somewhat. They don't seem to communicate with each other, or start up random conversations. For me NPC interaction with each other is vital because it stops the world becoming bore fest. It would also be nice if we could befriend and npc, so we can go monster killing, item collecting etc. It wouldn't matter in multiplayer, but in single player, without interaction the game world feels utterly dead. Hence other developers have had to learn the long way However that isn't the word I was shooting for.A full written guide is absolutely needed. I am sure ALL the bugs will be fixed in time. But the biggest bug that stopped me playing, was suddenly unable to place any type of workbench etc on the ground. Then is the badly janky driving, either airplanes, bikes or cars. However that Jankiness is just terrible. I want a smooth drive, without having to auto crash into walls..it's also got another bug, where when you get off your motorbike which is where we immediately get to work, laIf your on the fence about buying this game. wait for it on steam sale. There are other legal online sellers for selling the keys.",Not Recommended,2951,3.3 hrs on record,Posted: March 6
EARLY ACCESS REVIEWya craft make fun.. die to goblin make sad,Recommended,51,41.6 hrs on record,Posted: March 5
"EARLY ACCESS REVIEWhmm , i don't like it AT ALL !nothing better then Palworld",Not Recommended,64,0.9 hrs on record,Posted: March 3
"EARLY ACCESS REVIEWThis is a very fun, grindy, survival, anime style graphics. So much to do you'll be busy for a long time. I really recommend it.",Recommended,121,54.1 hrs on record,Posted: March 2
EARLY ACCESS REVIEWI continue to enjoy it.,Recommended,36,233.4 hrs on record,Posted: March 2
"EARLY ACCESS REVIEWIt's a great game!There is so much to unlock and explore.Many parts of this game remind me of Zelda to be honest...I really like how the game is made!You can also use many VRoid models to play (it's kinda buggy in multiplayer tho).But I also miss the experimental start island...With the limited resources and tutorials.The old dungeons, how they looked and worked.And what got a big change... the portal.It's now open world...I liked the idea of a portal, needing resources to unlock more ""islands""/worlds.Each one with different biomes, resources and mobs!Great game. Still loving it.",Recommended,509,87.6 hrs on record,Posted: March 1
"EARLY ACCESS REVIEWThis game is the very embodiment ""Jack of all trades, master of none"".Yes, it has elements of (insert game genre here) but they are probably done better on (game that focuses only on sole genre). Yes, that includes crafting. Building. Colony sim. Farming. FPS. Vehicle Combat. Minion Combat. Survival. Exploration. Storyline.... And am sure there are thousands more different genre niches that this ticks off. Can you idle to gain resources like an idle game? Sure! Can you focus on dungeon crawling? Absolutely!Do not go into this game expecting the best RPG elements or the best automation elements, but know that it has those elements and more. And it does each genre justice, too!9/10 if you want to play a game that is all the games.5/10 if you want to play for a specific genre.",Recommended,667,13.7 hrs on record,Posted: March 1
EARLY ACCESS REVIEWcute,Recommended,21,74.2 hrs on record,Posted: March 8
EARLY ACCESS REVIEWThe frame rates are not good. I have adjusted everything and there still are issues where this can be totally unplayable to 90% of players out there.,Not Recommended,140,392.7 hrs on record,Posted: March 5
"EARLY ACCESS REVIEWLet your imagination go free and create, fun game",Recommended,58,8.1 hrs on record,Posted: March 5
"EARLY ACCESS REVIEWThis game is still Early Access. There is quite of content in game considering it's development stage,The game is not optimsed. I play on an high end rig, which most people don't. I have had a few glitches and discovered a really annoying bug, where trying to place work benches down or other benches, it just wouldn't work.It is quite enjoyable and graphics are very beautiful. Many of the quests make absolutely no sense, simply because there is no real in game tutorial and what their is woefully under done. If your thinking of buying and playing this, this game is still in developed. Fixing bugs such the one I mentioned that after a while you can' see to place any thing, which does break the game in the sense that without the crafting tables you've made, you get to a play point in the game where it just stops you from placing anything on the ground.The main thing is the development team have split in half so they do this game and another relatively well known game. I have no interest in advertising their other game but its very easy to find, that is all I m going to say about that.The game play really doesn't play, since it has some major functions that the game is still lacking. Bare in mind I am referring to single player mode only. I imagine the devs would have more incentive to a number of problems, they maybe did't think would be a problem or it could be fixed quickly, well it hasn't so far.Right now, I would wait for the game to get it's main stuff put in to the game, for example the rest of the towers. The vehicles in this game don't work too well, very little thought went to drive able or flyable. Driving is just a dreadful experience at the moment. Kite flying is quite smooth, no problems with it.let me just partially list some of the bad things, its not exhaustive but I don't to be here all night either writing a review on a game that still feels like it is still in late alpha build, as for beta, despite the size of the game right now, it's meaningless when there is no game manual that tells you how to use some of the stuff and how to play the game.Needs some things to be adjusted.Graphics are beautiful, the game play smoothly for me, apart from the annoying bugs that forced me to stop playing. I played 3 hours, and thoroughly enjoyed every minute of it.Cons - No voice acting, no npc helping you fight monsters (at least in Genshin Impact had multiple characters you use anyone time.) The NPC's really need to be livened up somewhat. They don't seem to communicate with each other, or start up random conversations. For me NPC interaction with each other is vital because it stops the world becoming bore fest. It would also be nice if we could befriend and npc, so we can go monster killing, item collecting etc. It wouldn't matter in multiplayer, but in single player, without interaction the game world feels utterly dead. Hence other developers have had to learn the long way However that isn't the word I was shooting for.A full written guide is absolutely needed. I am sure ALL the bugs will be fixed in time. But the biggest bug that stopped me playing, was suddenly unable to place any type of workbench etc on the ground. Then is the badly janky driving, either airplanes, bikes or cars. However that Jankiness is just terrible. I want a smooth drive, without having to auto crash into walls..it's also got another bug, where when you get off your motorbike which is where we immediately get to work, laIf your on the fence about buying this game. wait for it on steam sale. There are other legal online sellers for selling the keys.",Not Recommended,2951,3.3 hrs on record,Posted: March 6
EARLY ACCESS REVIEWya craft make fun.. die to goblin make sad,Recommended,51,41.6 hrs on record,Posted: March 5
"EARLY ACCESS REVIEWhmm , i don't like it AT ALL !nothing better then Palworld",Not Recommended,64,0.9 hrs on record,Posted: March 3
"EARLY ACCESS REVIEWThis is a very fun, grindy, survival, anime style graphics. So much to do you'll be busy for a long time. I really recommend it.",Recommended,121,54.1 hrs on record,Posted: March 2
EARLY ACCESS REVIEWI continue to enjoy it.,Recommended,36,233.4 hrs on record,Posted: March 2
"EARLY ACCESS REVIEWIt's a great game!There is so much to unlock and explore.Many parts of this game remind me of Zelda to be honest...I really like how the game is made!You can also use many VRoid models to play (it's kinda buggy in multiplayer tho).But I also miss the experimental start island...With the limited resources and tutorials.The old dungeons, how they looked and worked.And what got a big change... the portal.It's now open world...I liked the idea of a portal, needing resources to unlock more ""islands""/worlds.Each one with different biomes, resources and mobs!Great game. Still loving it.",Recommended,509,87.6 hrs on record,Posted: March 1
"EARLY ACCESS REVIEWThis game is the very embodiment ""Jack of all trades, master of none"".Yes, it has elements of (insert game genre here) but they are probably done better on (game that focuses only on sole genre). Yes, that includes crafting. Building. Colony sim. Farming. FPS. Vehicle Combat. Minion Combat. Survival. Exploration. Storyline.... And am sure there are thousands more different genre niches that this ticks off. Can you idle to gain resources like an idle game? Sure! Can you focus on dungeon crawling? Absolutely!Do not go into this game expecting the best RPG elements or the best automation elements, but know that it has those elements and more. And it does each genre justice, too!9/10 if you want to play a game that is all the games.5/10 if you want to play for a specific genre.",Recommended,667,13.7 hrs on record,Posted: March 1
"EARLY ACCESS REVIEWCome on guys, it's already been 3 years; why is it still early access? Don't focus only on Palworld; this game has great potential.",Recommended,125,43.4 hrs on record,Posted: February 27
EARLY ACCESS REVIEWGood,Recommended,21,38.9 hrs on record,Posted: February 27
EARLY ACCESS REVIEWjanky but fun,Recommended,28,69.0 hrs on record,Posted: February 22
EARLY ACCESS REVIEWahh performance tank while cranking up global illumination fx and the fps goes from 100 into 15 fps. optimize your game asap.,Recommended,121,3.4 hrs on record,Posted: February 20
Product refundedEARLY ACCESS REVIEWI liked the idea it was going for but it is really unpolished and not worth it. The building sucks. The combat is subpar. Kinda wish the devs gave it more attention but it's been in early access for like 4 years.,Not Recommended,203,1.0 hrs on record,Posted: February 28
"EARLY ACCESS REVIEWI remember back when they had the tiny islands for maps, and how dull it was to explore such a tiny map. it made vehicles useless, save maybe the helicopter. The seamless update fixed that for me, and I was enjoying it for a long time. As a game, It mixes a bunch of my favourite rpg aspects into a mix of survival craft. They developed pal world too. If I had to go back and pick between which one to play again it would be craftopia. Pal World was an over night hit, but Ill be honest I had to stop. It was less fun than craftopia for me. Palworld has a problem: Lack of story.Im more of an rpg gamer to be honest... I play a title to the end (or until i get bored) and I move to the next. Gaming is my version of reading books. The stories video games can tell and how they tell it is amazing. I feel palworld has that missing, while craftopia at least has a generic storyline.",Recommended,721,197.1 hrs on record,Posted: February 25
"EARLY ACCESS REVIEWWith the implementation of the Seamless update (one big giant world instead of small island sections to travel too), the game has improved a lot. If you like an open world sandbox where you can build automation then this is the game for you. The building takes a little bit to get used to but other then that it's worth playing. Another nice thing is that you can adjust the world settings even after your world is created and the same thing goes for your character as well. Your character and your world is separate from one another which is a big plus. Overall it's a fun game to get lost in and i highly recommend it.",Recommended,521,205.0 hrs on record,Posted: February 20
EARLY ACCESS REVIEWhorrible game. multiplayer is unstable and monsters move with extremely low fps. mechanics heavily inspired by games like genshin impact and breath of the wild. some of the assets and animations looked stolen right out of genshin which would not surprise me because the developer of this game also did palworld which is under scrutiny for using ai and stolen assets.steam will not refund me and i am now stuck with this garbage. 👍 would not recommend buying even on sale,Not Recommended,407,5.5 hrs on record,Posted: February 23
EARLY ACCESS REVIEWDevs just took most of what's here and stuck it in PalWorld. news/stories keep saying PalWorld didn't take long it's simple they took what they already developed Craptopia re-skinned it to what is super popular today. so many other developers need to learn thier lessons like this dev did. take all of it put it in the game even if it sucks or is controversial. the player base will use what they like and dump/ignore the rest. then take that add anyting else that is/was popular try again.,Not Recommended,420,31.8 hrs on record,Posted: February 20
"EARLY ACCESS REVIEWDon't Buy UNTIL it is finished. Great concept, but more than half of the items don't work, most of the items don't even have descriptions, and if you're like me, it will take you more than 2 hours (the play hours allowed to return the game) to find out the automations and machines meant to be crafted don't work once you craft them and place them. You will waste your money if you are expecting a fully(or even mostly) playable game. This game was used as a cash grab and has been left incomplete but available for sale over 3 years.",Not Recommended,451,45.0 hrs on record,Posted: February 19
"EARLY ACCESS REVIEWCome on guys, it's already been 3 years; why is it still early access? Don't focus only on Palworld; this game has great potential.",Recommended,125,43.4 hrs on record,Posted: February 27
EARLY ACCESS REVIEWGood,Recommended,21,38.9 hrs on record,Posted: February 27
EARLY ACCESS REVIEWjanky but fun,Recommended,28,69.0 hrs on record,Posted: February 22
EARLY ACCESS REVIEWahh performance tank while cranking up global illumination fx and the fps goes from 100 into 15 fps. optimize your game asap.,Recommended,121,3.4 hrs on record,Posted: February 20
Product refundedEARLY ACCESS REVIEWI liked the idea it was going for but it is really unpolished and not worth it. The building sucks. The combat is subpar. Kinda wish the devs gave it more attention but it's been in early access for like 4 years.,Not Recommended,203,1.0 hrs on record,Posted: February 28
"EARLY ACCESS REVIEWI remember back when they had the tiny islands for maps, and how dull it was to explore such a tiny map. it made vehicles useless, save maybe the helicopter. The seamless update fixed that for me, and I was enjoying it for a long time. As a game, It mixes a bunch of my favourite rpg aspects into a mix of survival craft. They developed pal world too. If I had to go back and pick between which one to play again it would be craftopia. Pal World was an over night hit, but Ill be honest I had to stop. It was less fun than craftopia for me. Palworld has a problem: Lack of story.Im more of an rpg gamer to be honest... I play a title to the end (or until i get bored) and I move to the next. Gaming is my version of reading books. The stories video games can tell and how they tell it is amazing. I feel palworld has that missing, while craftopia at least has a generic storyline.",Recommended,721,197.1 hrs on record,Posted: February 25
"EARLY ACCESS REVIEWWith the implementation of the Seamless update (one big giant world instead of small island sections to travel too), the game has improved a lot. If you like an open world sandbox where you can build automation then this is the game for you. The building takes a little bit to get used to but other then that it's worth playing. Another nice thing is that you can adjust the world settings even after your world is created and the same thing goes for your character as well. Your character and your world is separate from one another which is a big plus. Overall it's a fun game to get lost in and i highly recommend it.",Recommended,521,205.0 hrs on record,Posted: February 20
EARLY ACCESS REVIEWhorrible game. multiplayer is unstable and monsters move with extremely low fps. mechanics heavily inspired by games like genshin impact and breath of the wild. some of the assets and animations looked stolen right out of genshin which would not surprise me because the developer of this game also did palworld which is under scrutiny for using ai and stolen assets.steam will not refund me and i am now stuck with this garbage. 👍 would not recommend buying even on sale,Not Recommended,407,5.5 hrs on record,Posted: February 23
EARLY ACCESS REVIEWDevs just took most of what's here and stuck it in PalWorld. news/stories keep saying PalWorld didn't take long it's simple they took what they already developed Craptopia re-skinned it to what is super popular today. so many other developers need to learn thier lessons like this dev did. take all of it put it in the game even if it sucks or is controversial. the player base will use what they like and dump/ignore the rest. then take that add anyting else that is/was popular try again.,Not Recommended,420,31.8 hrs on record,Posted: February 20
"EARLY ACCESS REVIEWDon't Buy UNTIL it is finished. Great concept, but more than half of the items don't work, most of the items don't even have descriptions, and if you're like me, it will take you more than 2 hours (the play hours allowed to return the game) to find out the automations and machines meant to be crafted don't work once you craft them and place them. You will waste your money if you are expecting a fully(or even mostly) playable game. This game was used as a cash grab and has been left incomplete but available for sale over 3 years.",Not Recommended,451,45.0 hrs on record,Posted: February 19
"EARLY ACCESS REVIEWCraftopia is an amazing, beautiful, open world survival-craft, RPG experience. It wonderfully blends various features and aspects from different games, to create what I can only describe as the ultimate survival craft game.It features nearly everything you could want in a survival-craft game: from fishing, to gathering, mining, farming, and of course, crafting, but has more expansive features and things you probably wouldn't expect from the typical survival game. There are automation systems, there are hoverboards, motorcycles, planes and tanks. There are a variety of skill trees, from weapon mastery and gathering, to magic. There are repeatable dungeons that can be farmed for loot drops like an MMO, there are a variety of monsters and animals to catch and tame, complete with a skill training system...etc.I could go on and on. This game is a beautiful experience, one filled with discovery and exploration. The world is vast and open and you can do virtually everything and anything you desire. You can build and craft nearly anywhere and there is a wealth of content to do, from questing to dungeons and crafting. Every new region you discover and every new item you craft or unlock brings a sense of whimsy and wonder with it.I highly recommend this game.",Recommended,1080,35.0 hrs on record,Posted: February 19
EARLY ACCESS REVIEWThank god there is no character weight,Recommended,49,5.6 hrs on record,Posted: February 18
EARLY ACCESS REVIEWBetter than Palworld.,Recommended,36,62.0 hrs on record,Posted: February 17
EARLY ACCESS REVIEWfun zelda. if you love zelda TOTK,Recommended,44,9.6 hrs on record,Posted: February 16
EARLY ACCESS REVIEWit is an amazing game and it's full of fun interactive quests and adventures! best game on steam that i have played.,Recommended,112,219.8 hrs on record,Posted: February 14
EARLY ACCESS REVIEWI don't like it!,Not Recommended,30,0.2 hrs on record,Posted: February 14
"EARLY ACCESS REVIEWif you liked the game earlier in the early access you might not like it now. I don't know why things were changed to how they are now. But i liked starting on a small tutorial island then going to other places. I played it today for about 2hrs to see if i could go to new places but if thats still in the game its not accessable til much later now. Its def extended the gameplay, but I am not enjoying it as much as I used to. I do enjoy the quests from the villagers and such that you can get now. It just feels like a completely different game.",Not Recommended,452,63.5 hrs on record,Posted: February 19
"EARLY ACCESS REVIEWHas come a long way from the start. The world is huge, the game play is quirky. I look forward to seeing how it developed now the the studio has a lot more resources.",Recommended,150,76.4 hrs on record,Posted: February 19
"EARLY ACCESS REVIEWMy PC is more than capable, yet the game performs as if i am using a potato. The bike is extremely janky and handles terribly. The building is pretty good but finding a nice place to build is almost impossible. The game is actually pretty decent, but still needs tons of work especially performance wise.",Not Recommended,267,16.8 hrs on record,Posted: February 16
"EARLY ACCESS REVIEWThe game has been in early access for a while now and seems to be in a very alpha state still. A lot of things are missing, broken, buggy, and quite frankly the game is a mess. There is fun to be had but a lot of jank as well. Right now I would give this a hard pass as it is not worth your gaming dollar and there are other games to play or spend the money on. Also, at the current rate of development the game might never be finished or be left in a broken buggy mess of a state as it is now.",Not Recommended,405,43.5 hrs on record,Posted: February 15
"EARLY ACCESS REVIEWCraftopia is an amazing, beautiful, open world survival-craft, RPG experience. It wonderfully blends various features and aspects from different games, to create what I can only describe as the ultimate survival craft game.It features nearly everything you could want in a survival-craft game: from fishing, to gathering, mining, farming, and of course, crafting, but has more expansive features and things you probably wouldn't expect from the typical survival game. There are automation systems, there are hoverboards, motorcycles, planes and tanks. There are a variety of skill trees, from weapon mastery and gathering, to magic. There are repeatable dungeons that can be farmed for loot drops like an MMO, there are a variety of monsters and animals to catch and tame, complete with a skill training system...etc.I could go on and on. This game is a beautiful experience, one filled with discovery and exploration. The world is vast and open and you can do virtually everything and anything you desire. You can build and craft nearly anywhere and there is a wealth of content to do, from questing to dungeons and crafting. Every new region you discover and every new item you craft or unlock brings a sense of whimsy and wonder with it.I highly recommend this game.",Recommended,1080,35.0 hrs on record,Posted: February 19
EARLY ACCESS REVIEWThank god there is no character weight,Recommended,49,5.6 hrs on record,Posted: February 18
EARLY ACCESS REVIEWBetter than Palworld.,Recommended,36,62.0 hrs on record,Posted: February 17
EARLY ACCESS REVIEWfun zelda. if you love zelda TOTK,Recommended,44,9.6 hrs on record,Posted: February 16
EARLY ACCESS REVIEWit is an amazing game and it's full of fun interactive quests and adventures! best game on steam that i have played.,Recommended,112,219.8 hrs on record,Posted: February 14
EARLY ACCESS REVIEWI don't like it!,Not Recommended,30,0.2 hrs on record,Posted: February 14
"EARLY ACCESS REVIEWif you liked the game earlier in the early access you might not like it now. I don't know why things were changed to how they are now. But i liked starting on a small tutorial island then going to other places. I played it today for about 2hrs to see if i could go to new places but if thats still in the game its not accessable til much later now. Its def extended the gameplay, but I am not enjoying it as much as I used to. I do enjoy the quests from the villagers and such that you can get now. It just feels like a completely different game.",Not Recommended,452,63.5 hrs on record,Posted: February 19
"EARLY ACCESS REVIEWHas come a long way from the start. The world is huge, the game play is quirky. I look forward to seeing how it developed now the the studio has a lot more resources.",Recommended,150,76.4 hrs on record,Posted: February 19
"EARLY ACCESS REVIEWMy PC is more than capable, yet the game performs as if i am using a potato. The bike is extremely janky and handles terribly. The building is pretty good but finding a nice place to build is almost impossible. The game is actually pretty decent, but still needs tons of work especially performance wise.",Not Recommended,267,16.8 hrs on record,Posted: February 16
"EARLY ACCESS REVIEWThe game has been in early access for a while now and seems to be in a very alpha state still. A lot of things are missing, broken, buggy, and quite frankly the game is a mess. There is fun to be had but a lot of jank as well. Right now I would give this a hard pass as it is not worth your gaming dollar and there are other games to play or spend the money on. Also, at the current rate of development the game might never be finished or be left in a broken buggy mess of a state as it is now.",Not Recommended,405,43.5 hrs on record,Posted: February 15
EARLY ACCESS REVIEWPretty fun,Recommended,26,27.5 hrs on record,Posted: February 13
EARLY ACCESS REVIEWI've been playing this game for years < 3I love craftopia so ♥♥♥♥♥♥ much < 3,Recommended,78,57.9 hrs on record,Posted: February 12
EARLY ACCESS REVIEWwelp. dont support this company ever again,Not Recommended,53,32.4 hrs on record,Posted: February 11
EARLY ACCESS REVIEWThe jittering and constant visual glitches made this unplayable (sadly). Concept is very cool though!,Not Recommended,104,1.2 hrs on record,Posted: February 10
EARLY ACCESS REVIEWKatana goes double whoosh!!,Recommended,41,7.1 hrs on record,Posted: February 10
EARLY ACCESS REVIEWKatana goes whoosh!!,Recommended,35,7.4 hrs on record,Posted: February 10
"EARLY ACCESS REVIEWIt is still in a /very/ Alpha state. many Items have no descriptions, some mechanics are half implimented, sound effects are missing, one later town has placeholder [Test:5 stone] quests. With a lot of effort seemingly being spent on newer, better things like Palworld and Nevergeave. Im worriedif it will ever get more substantial updates.if it DOES, it has incredible potential.",Not Recommended,337,57.8 hrs on record,Posted: February 13
"EARLY ACCESS REVIEWThe devs / pubs are the ones who made PalWorlds. They never finished this game, so them leaving this, makes me believe they won't finish PalWorlds in the future either.",Not Recommended,156,0.6 hrs on record,Posted: February 13
EARLY ACCESS REVIEWThis game is that hot mess ex you keep going back to because despite being a hot mess they are working on themselves and you find that endearing.But it's also super abusive when it drinks.,Recommended,171,3.7 hrs on record,Posted: February 10
"EARLY ACCESS REVIEWBeen playing for some time, and would like to see some improvements.Overall, I enjoy the game, 170.2 hours played as of this review. However, the multiplayer is still incredibly unstable and kinda affects the overall quality. Recently, I was on a multiplayer server and was upgrading a pet in the pet management machine. The server booted me off , as its done several times before.. but this time i lost my level 47 pet. nowhere to be found.its kicked me out idk how many times at this point, at pretty cruicial times. boss fights with friends, crafting something, upgrading equipment. I've lost hours of grinding and gold on this pet though. had most abilities maxed out on it and spent alot of time leveling it. feeling particularly frustrated about this..",Not Recommended,646,183.3 hrs on record,Posted: February 10
EARLY ACCESS REVIEWPretty fun,Recommended,26,27.5 hrs on record,Posted: February 13
EARLY ACCESS REVIEWI've been playing this game for years < 3I love craftopia so ♥♥♥♥♥♥ much < 3,Recommended,78,57.9 hrs on record,Posted: February 12
EARLY ACCESS REVIEWwelp. dont support this company ever again,Not Recommended,53,32.4 hrs on record,Posted: February 11
EARLY ACCESS REVIEWThe jittering and constant visual glitches made this unplayable (sadly). Concept is very cool though!,Not Recommended,104,1.2 hrs on record,Posted: February 10
EARLY ACCESS REVIEWKatana goes double whoosh!!,Recommended,41,7.1 hrs on record,Posted: February 10
EARLY ACCESS REVIEWKatana goes whoosh!!,Recommended,35,7.4 hrs on record,Posted: February 10
"EARLY ACCESS REVIEWIt is still in a /very/ Alpha state. many Items have no descriptions, some mechanics are half implimented, sound effects are missing, one later town has placeholder [Test:5 stone] quests. With a lot of effort seemingly being spent on newer, better things like Palworld and Nevergeave. Im worriedif it will ever get more substantial updates.if it DOES, it has incredible potential.",Not Recommended,337,57.8 hrs on record,Posted: February 13
"EARLY ACCESS REVIEWThe devs / pubs are the ones who made PalWorlds. They never finished this game, so them leaving this, makes me believe they won't finish PalWorlds in the future either.",Not Recommended,156,0.6 hrs on record,Posted: February 13
EARLY ACCESS REVIEWThis game is that hot mess ex you keep going back to because despite being a hot mess they are working on themselves and you find that endearing.But it's also super abusive when it drinks.,Recommended,171,3.7 hrs on record,Posted: February 10
"EARLY ACCESS REVIEWBeen playing for some time, and would like to see some improvements.Overall, I enjoy the game, 170.2 hours played as of this review. However, the multiplayer is still incredibly unstable and kinda affects the overall quality. Recently, I was on a multiplayer server and was upgrading a pet in the pet management machine. The server booted me off , as its done several times before.. but this time i lost my level 47 pet. nowhere to be found.its kicked me out idk how many times at this point, at pretty cruicial times. boss fights with friends, crafting something, upgrading equipment. I've lost hours of grinding and gold on this pet though. had most abilities maxed out on it and spent alot of time leveling it. feeling particularly frustrated about this..",Not Recommended,646,183.3 hrs on record,Posted: February 10
"EARLY ACCESS REVIEWGood game, Things they learned here led to Palworld.",Recommended,61,77.1 hrs on record,Posted: February 10
EARLY ACCESS REVIEWI'm sorry but this is unplayable. Took the best bits and made Palworld.,Not Recommended,76,0.6 hrs on record,Posted: February 9
EARLY ACCESS REVIEWpretty good,Recommended,27,21.1 hrs on record,Posted: February 9
"EARLY ACCESS REVIEWI love this game, it is one of my top. So fun and building, I enjoy this game!!!!",Recommended,81,38.5 hrs on record,Posted: February 7
EARLY ACCESS REVIEWHidden Gem,Recommended,26,24.4 hrs on record,Posted: February 7
"EARLY ACCESS REVIEWReally need to polish the game, but look promising. please give it some love.",Recommended,81,0.8 hrs on record,Posted: February 7
EARLY ACCESS REVIEWThanks for buying Palworld as a day 1 funder of Craftopia :),Not Recommended,66,9.5 hrs on record,Posted: February 7
"EARLY ACCESS REVIEW30H on steam (currently), and almost 190H on Xbox, pretty gud game ngl, even after the seamless update (which to all people going ""BeTtEr WiThOuT SeAmLeSs"", there's an option to return to legacy in the beta options of the game)",Recommended,205,63.7 hrs on record,Posted: February 9
"EARLY ACCESS REVIEWDecent game, has some bugs and can run rough on your pc if you make huge assembly lines. Its a decent game with monthly updates to improve on it. I purchased it prior to Palworld and felt i should review it since Palworld players are coming into it with incorrect assumptions. I'd recommend it if you like like a mix of everything but mainly any factory/automation games with ok fighting and collectibles.",Recommended,351,53.8 hrs on record,Posted: February 8
"EARLY ACCESS REVIEWAre they going to finish the game? I mean... they launched Palworld... is this worth it?(If devs respond I will delete my review, whether I like the response or not)",Not Recommended,153,8.5 hrs on record,Posted: February 8
"EARLY ACCESS REVIEWGood game, Things they learned here led to Palworld.",Recommended,61,77.1 hrs on record,Posted: February 10
EARLY ACCESS REVIEWI'm sorry but this is unplayable. Took the best bits and made Palworld.,Not Recommended,76,0.6 hrs on record,Posted: February 9
EARLY ACCESS REVIEWpretty good,Recommended,27,21.1 hrs on record,Posted: February 9
"EARLY ACCESS REVIEWI love this game, it is one of my top. So fun and building, I enjoy this game!!!!",Recommended,81,38.5 hrs on record,Posted: February 7
EARLY ACCESS REVIEWHidden Gem,Recommended,26,24.4 hrs on record,Posted: February 7
"EARLY ACCESS REVIEWReally need to polish the game, but look promising. please give it some love.",Recommended,81,0.8 hrs on record,Posted: February 7
EARLY ACCESS REVIEWThanks for buying Palworld as a day 1 funder of Craftopia :),Not Recommended,66,9.5 hrs on record,Posted: February 7
"EARLY ACCESS REVIEW30H on steam (currently), and almost 190H on Xbox, pretty gud game ngl, even after the seamless update (which to all people going ""BeTtEr WiThOuT SeAmLeSs"", there's an option to return to legacy in the beta options of the game)",Recommended,205,63.7 hrs on record,Posted: February 9
"EARLY ACCESS REVIEWDecent game, has some bugs and can run rough on your pc if you make huge assembly lines. Its a decent game with monthly updates to improve on it. I purchased it prior to Palworld and felt i should review it since Palworld players are coming into it with incorrect assumptions. I'd recommend it if you like like a mix of everything but mainly any factory/automation games with ok fighting and collectibles.",Recommended,351,53.8 hrs on record,Posted: February 8
"EARLY ACCESS REVIEWAre they going to finish the game? I mean... they launched Palworld... is this worth it?(If devs respond I will delete my review, whether I like the response or not)",Not Recommended,153,8.5 hrs on record,Posted: February 8
EARLY ACCESS REVIEWhey i funded palworld,Recommended,35,5.5 hrs on record,Posted: February 7
EARLY ACCESS REVIEWscammed,Not Recommended,24,1.3 hrs on record,Posted: February 6
EARLY ACCESS REVIEWAwesome game so far. Just needs some TLC with the building aspect Looking forward to future updates.,Recommended,101,6.8 hrs on record,Posted: February 6
EARLY ACCESS REVIEWgo to play palword,Not Recommended,32,8.6 hrs on record,Posted: February 6
EARLY ACCESS REVIEW👍,Recommended,18,77.3 hrs on record,Posted: February 6
EARLY ACCESS REVIEWPalworld inspiration : can also kidn*p npc good game :) /100,Recommended,67,21.5 hrs on record,Posted: February 4
"EARLY ACCESS REVIEWThis game still looks very promising, but needs MUCH more time before it's playable without frustration. Definetly needs some QoL like crafting out of chests.",Not Recommended,151,16.9 hrs on record,Posted: February 7
EARLY ACCESS REVIEWI've popped in here and there for years watching this game grow and improve. It got a massive update at the end of last year and has consistently patched out the issues that arose from it and continues to be supported. It's honestly pretty funny to see people review bomb this game as abandoned suddenly. These are clearly people who only learned of Craftopia due to Palworld and have not been here playing the game. Because those of us who have been here watching this game grow knew of Palworld because of Craftopia and Palworld has been really publicly in development for years. Yet people only review bombed now.That tells you all you need to know. It's just Palworld haters who can't get any traction review bombing Palworld so they came here to bomb this instead. It's kinda sad really.,Recommended,670,73.8 hrs on record,Posted: February 7
